split,condition,pair_index,episode_id,target_side,instruction,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,num_samples,tau_min,tau_max,action_dims,energy_left,energy_right,energy_true,energy_alternative,margin_alternative_minus_true,cartesian_x,cartesian_y,cartesian_z
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,0,8,0.3,0.7,8,0.6792017221450806,0.6904875636100769,0.6792017221450806,0.6904875636100769,0.011285841464996338,0.3720323145389557,0.02371496520936489,0.4776563346385956
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,1,8,0.3,0.7,8,0.640205442905426,0.655997097492218,0.640205442905426,0.655997097492218,0.015791654586791992,0.3720323145389557,0.02371496520936489,0.4776563346385956
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,2,8,0.3,0.7,8,0.5349447727203369,0.548596978187561,0.5349447727203369,0.548596978187561,0.013652205467224121,0.3720323145389557,0.02371496520936489,0.4776563346385956
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,1,pregrasp,16,32,16,0.25,0.21476510067114093,0,8,0.3,0.7,8,0.5699123740196228,0.5798279643058777,0.5699123740196228,0.5798279643058777,0.009915590286254883,0.4017365276813507,0.07194092869758606,0.43798354268074036
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,1,pregrasp,16,32,16,0.25,0.21476510067114093,1,8,0.3,0.7,8,0.5176433324813843,0.526809811592102,0.5176433324813843,0.526809811592102,0.009166479110717773,0.4017365276813507,0.07194092869758606,0.43798354268074036
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,1,pregrasp,16,32,16,0.25,0.21476510067114093,2,8,0.3,0.7,8,0.5124577879905701,0.5235116481781006,0.5124577879905701,0.5235116481781006,0.011053860187530518,0.4017365276813507,0.07194092869758606,0.43798354268074036
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,2,pregrasp,32,48,16,0.375,0.3221476510067114,0,8,0.3,0.7,8,0.531674861907959,0.5410058498382568,0.531674861907959,0.5410058498382568,0.009330987930297852,0.44527512788772583,0.10199590027332306,0.3926067352294922
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,2,pregrasp,32,48,16,0.375,0.3221476510067114,1,8,0.3,0.7,8,0.4669850170612335,0.47224485874176025,0.4669850170612335,0.47224485874176025,0.005259841680526733,0.44527512788772583,0.10199590027332306,0.3926067352294922
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,2,pregrasp,32,48,16,0.375,0.3221476510067114,2,8,0.3,0.7,8,0.5922340750694275,0.6083577275276184,0.5922340750694275,0.6083577275276184,0.016123652458190918,0.44527512788772583,0.10199590027332306,0.3926067352294922
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,3,pregrasp,48,64,16,0.5,0.42953020134228187,0,8,0.3,0.7,8,0.5061116814613342,0.5139155387878418,0.5061116814613342,0.5139155387878418,0.007803857326507568,0.492730975151062,0.1116572692990303,0.3428151607513428
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,3,pregrasp,48,64,16,0.5,0.42953020134228187,1,8,0.3,0.7,8,0.5467274785041809,0.5488805770874023,0.5467274785041809,0.5488805770874023,0.0021530985832214355,0.492730975151062,0.1116572692990303,0.3428151607513428
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,3,pregrasp,48,64,16,0.5,0.42953020134228187,2,8,0.3,0.7,8,0.5540139675140381,0.5559980869293213,0.5540139675140381,0.5559980869293213,0.001984119415283203,0.492730975151062,0.1116572692990303,0.3428151607513428
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,4,pregrasp,64,80,16,0.625,0.5369127516778524,0,8,0.3,0.7,8,0.6150551438331604,0.6160921454429626,0.6150551438331604,0.6160921454429626,0.001037001609802246,0.5404476523399353,0.10132434964179993,0.2940192222595215
test,C2_strong_exaggeration,2,04_L1_C1_left,left,pick up the left block,4,pregrasp,64,80,16,0.625,0.5369127516778524,1,8,0.3,0.7,8,0.5912752151489258,0.6007364988327026,0.5912752151489258,0.6007364988327026,0.009461283683776855,0.5404476523399353,0.10132434964179993,0.2940192222595215
