episode_id,target_side_base,target_side_exterior_camera,chunk_index,progress_pregrasp,seed,visual_condition,energy_left,energy_right,margin_left_minus_right
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,4,both_hflip,0.17945101857185364,0.2167089432477951,-0.03725792467594147
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,5,original,0.2679656147956848,0.35126081109046936,-0.08329519629478455
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,5,exterior_hflip,0.2776484787464142,0.3210480809211731,-0.04339960217475891
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,5,wrist_hflip,0.2995319664478302,0.3608403205871582,-0.061308354139328
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,5,both_hflip,0.30497676134109497,0.35847413539886475,-0.053497374057769775
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,6,original,0.23366516828536987,0.2842094898223877,-0.05054432153701782
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,6,exterior_hflip,0.24103881418704987,0.26393845677375793,-0.02289964258670807
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,6,wrist_hflip,0.22590115666389465,0.27125611901283264,-0.04535496234893799
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,6,both_hflip,0.2505543828010559,0.28034988045692444,-0.02979549765586853
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,7,original,0.26847872138023376,0.309233695268631,-0.04075497388839722
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,7,exterior_hflip,0.27696505188941956,0.2972835898399353,-0.020318537950515747
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,7,wrist_hflip,0.27967917919158936,0.3222922384738922,-0.042613059282302856
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,7,both_hflip,0.3065444231033325,0.335074245929718,-0.028529822826385498
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,8,original,0.12551040947437286,0.15885958075523376,-0.0333491712808609
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,8,exterior_hflip,0.16125017404556274,0.1586548388004303,0.0025953352451324463
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,8,wrist_hflip,0.16451819241046906,0.19627538323402405,-0.03175719082355499
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,8,both_hflip,0.21110400557518005,0.21788570284843445,-0.0067816972732543945
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,9,original,0.267856240272522,0.297298401594162,-0.029442161321640015
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,9,exterior_hflip,0.2824307978153229,0.30972981452941895,-0.02729901671409607
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,9,wrist_hflip,0.2665441632270813,0.3064064681529999,-0.03986230492591858
2026_08_17_02_29_03_938361_L1_left_C2,left,right,0,0.10256410256410256,9,both_hflip,0.2949862480163574,0.33296656608581543,-0.03798031806945801
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,0,original,0.23304013907909393,0.344192236661911,-0.11115209758281708
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,0,exterior_hflip,0.2696744203567505,0.35675346851348877,-0.08707904815673828
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,0,wrist_hflip,0.2727034091949463,0.3103253245353699,-0.037621915340423584
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,0,both_hflip,0.3109540343284607,0.35985785722732544,-0.048903822898864746
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,1,original,0.18459740281105042,0.3020305633544922,-0.11743316054344177
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,1,exterior_hflip,0.22071999311447144,0.31934690475463867,-0.09862691164016724
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,1,wrist_hflip,0.22695361077785492,0.25323691964149475,-0.02628330886363983
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,1,both_hflip,0.27104508876800537,0.29410383105278015,-0.02305874228477478
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,2,original,0.18437820672988892,0.3157220482826233,-0.13134384155273438
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,2,exterior_hflip,0.21377922594547272,0.33318331837654114,-0.11940409243106842
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,2,wrist_hflip,0.21144402027130127,0.264684796333313,-0.05324077606201172
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,2,both_hflip,0.24230971932411194,0.312977135181427,-0.07066741585731506
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,3,original,0.26781904697418213,0.3301231265068054,-0.06230407953262329
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,3,exterior_hflip,0.2958908975124359,0.33995044231414795,-0.044059544801712036
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,3,wrist_hflip,0.2838394343852997,0.2714262008666992,0.012413233518600464
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,3,both_hflip,0.3129623532295227,0.3134651184082031,-0.0005027651786804199
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,4,original,0.2503689229488373,0.3441058099269867,-0.09373688697814941
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,4,exterior_hflip,0.2824527323246002,0.3548699617385864,-0.0724172294139862
