condition,target,init_state_index,repeat_index,success,policy_steps,close_step,grasp_state,lift_state,close_query,grasp_query,lift_query,pre_lift_steps,pre_lift_eef_path_m,pre_lift_action_tv_l2,post_lift_evidence_5,post_lift_evidence_10,post_lift_evidence_15,post_lift_evidence_20,post_lift_early_auc20,post_lift_wrong_fraction15,metadata_path,guidance_at_close,belief_positive_at_close,belief_negative_at_close,guidance_close_plus_1,belief_positive_close_plus_1,belief_negative_close_plus_1,guidance_close_plus_2,belief_positive_close_plus_2,belief_negative_close_plus_2,guidance_close_plus_3,belief_positive_close_plus_3,belief_negative_close_plus_3,guidance_at_grasp,belief_positive_at_grasp,belief_negative_at_grasp,guidance_grasp_plus_1,belief_positive_grasp_plus_1,belief_negative_grasp_plus_1,guidance_grasp_plus_2,belief_positive_grasp_plus_2,belief_negative_grasp_plus_2,guidance_grasp_plus_3,belief_positive_grasp_plus_3,belief_negative_grasp_plus_3,guidance_at_lift,belief_positive_at_lift,belief_negative_at_lift,guidance_lift_plus_1,belief_positive_lift_plus_1,belief_negative_lift_plus_1,guidance_lift_plus_2,belief_positive_lift_plus_2,belief_negative_lift_plus_2,guidance_lift_plus_3,belief_positive_lift_plus_3,belief_negative_lift_plus_3
base,cabinet,24,0,True,80,37,58,58,5,9,9,48.0,0.39929911125903844,6.843073507458411,0.17583996748183378,0.3965171093617168,0.6565385344895228,0.8816795479995557,0.29101750863213693,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init24_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,24,1,True,83,39,58,63,5,9,10,53.0,0.4384113029129616,6.985371377780697,0.17272458404102745,0.384737224856883,0.6315510986416478,0.8384058458040321,0.2831724019768699,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init24_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,25,0,True,88,42,53,61,6,8,10,51.0,0.4729097142510896,7.437234644970674,0.18331458493764202,0.3862071419549731,0.636440145385193,0.8627066421376249,0.28862593646259754,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init25_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,25,1,True,90,43,,62,6,,10,52.0,0.4732665816157937,7.759606566957245,0.19369312276903444,0.4276258122544586,0.6859107585746758,0.9115014700161855,0.3120452452794147,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init25_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,26,0,True,89,43,60,66,6,10,11,56.0,0.4888522331589196,7.535422437836023,0.1594303051254075,0.3769003803784738,0.6414457371621298,0.8714544925408316,0.27723633321540647,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init26_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,26,1,True,90,44,61,66,6,10,11,56.0,0.47643703913791163,7.213824092571923,0.16739197571685185,0.396741098190817,0.6596135978980261,0.8749602864626738,0.28868674589605225,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init26_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,27,0,True,84,39,,57,5,,9,47.0,0.4340832300441526,7.367819526818539,0.17447339070282017,0.3899235512706879,0.6579981784735107,0.9012881849957727,0.29017316010072447,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init27_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,27,1,True,83,39,68,58,5,11,9,48.0,0.44107521535753363,7.228924979880335,0.17681363783107426,0.4015844144208863,0.667777476088987,0.8964621091031042,0.2956382295611356,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init27_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,28,0,True,90,42,54,62,6,8,10,52.0,0.46883962288624664,7.344398401226823,0.15997998999769952,0.3506909987383038,0.6004307599747061,0.8210642500774467,0.26340489474123274,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init28_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,28,1,True,78,42,,61,6,,10,51.0,0.46409199149880775,7.329700272217424,0.1879626481578174,0.44204565063855955,0.7173732416728532,0.9380193716366182,0.3175806604122939,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init28_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
