episode_id,condition,target_side,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_left_mean,energy_right_mean,local_margin_left_minus_right_mean,local_margin_seed_sd,right_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,2,32,48,16,0.41379310344827586,10,0.207614503800869,0.2826214969158173,-0.07500699311494827,0.011419045917486721,0.0,1.0,1.0,-0.2504313856363296,-0.0834771285454432,-0.08383904156230744,-0.08419408450935587
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,3,48,64,16,0.5517241379310345,10,0.2076745055615902,0.26223736703395845,-0.05456286147236824,0.011801310068127985,0.0,1.0,1.0,-0.3049942471086978,-0.07624856177717446,-0.07820900692962683,-0.08032183979878572
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,4,64,80,16,0.6896551724137931,10,0.20089987739920617,0.20331250056624411,-0.0024126231670379638,0.0024553290568880537,0.2,0.8,0.8,-0.30740687027573577,-0.061481374055147156,-0.06810282242794831,-0.07390104898596242
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,5,80,96,16,0.8275862068965517,10,0.217360956966877,0.21498161554336548,0.002379341423511505,0.001964924972841809,0.9,0.9,0.1,-0.3050275288522243,-0.050837921475370716,-0.06169535298690652,-0.06981198172359986
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,6,96,112,16,0.9655172413793104,10,0.23207256942987442,0.23605753779411315,-0.003984968364238739,0.0016469145051231527,0.0,1.0,1.0,-0.309012497216463,-0.04414464245949472,-0.05839761672275407,-0.06747291714454833
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,7,112,116,4,1.0,10,0.2526943176984787,0.2607630968093872,-0.008068779110908508,0.0014535781747564561,0.0,1.0,1.0,-0.31708127632737154,-0.03963515954092144,-0.05699959345575836,-0.06605674672676652
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,0,0,16,16,0.125,10,0.32855483889579773,0.3895065635442734,-0.06095172464847565,0.028481202492181317,0.0,1.0,1.0,-0.06095172464847565,-0.06095172464847565,-0.06095172464847565,-0.06095172464847565
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,1,16,32,16,0.25,10,0.2175204873085022,0.31982928812503814,-0.10230880081653596,0.017215487526304106,0.0,1.0,1.0,-0.1632605254650116,-0.0816302627325058,-0.0802516935269038,-0.07779784309997015
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,2,32,48,16,0.375,10,0.24699862748384477,0.28168404996395113,-0.03468542248010635,0.007848252963116501,0.0,1.0,1.0,-0.19794594794511794,-0.06598198264837264,-0.06723275894210452,-0.06836816212433083
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,3,48,64,16,0.5,10,0.25146329402923584,0.26707199662923814,-0.01560870260000229,0.004960166576790573,0.0,1.0,1.0,-0.21355465054512024,-0.05338866263628006,-0.05730505579939256,-0.06147349099244393
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,4,64,80,16,0.625,10,0.2219054028391838,0.2348139241337776,-0.01290852129459381,0.0026385783893045226,0.0,1.0,1.0,-0.22646317183971404,-0.045292634367942806,-0.05138551786541939,-0.057471069652040796
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,5,80,96,16,0.75,10,0.26971964687108996,0.2704112410545349,-0.0006915941834449768,0.0025497271800307892,0.3,0.7,0.7,-0.227154766023159,-0.0378591276705265,-0.04677697934887626,-0.05442736349025484
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,6,96,112,16,0.875,10,0.25446203351020813,0.2392409548163414,0.01522107869386673,0.0036458761230345016,1.0,1.0,0.0,-0.21193368732929227,-0.03027624104704175,-0.043234233175005236,-0.05195251014684657
2026_08_18_00_49_05_482404_L1_left_C1,C1,left,7,112,128,16,1.0,10,0.23930900245904924,0.24016458541154861,-0.0008555829524993896,0.0010838765577239682,0.2,0.8,0.8,-0.21278927028179165,-0.026598658785223956,-0.042057048446602296,-0.05073438024668361
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,0,0,16,16,0.10256410256410256,10,0.2788753926753998,0.3509748727083206,-0.07209948003292084,0.019979410646012535,0.0,1.0,1.0,-0.07209948003292084,-0.07209948003292084,-0.07209948003292084,-0.07209948003292084
